Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery			
3898,Italy,"Rose, violet, wild berry and menthol aromas unfold in the glass. The bracing palate offers dried black cherry, licorice and clove alongside assertive, close-grained tannins that leave a mouth-puckering finish. Drink after 2020.",Luca Riserva,89,,Piedmont,Barbaresco,,Nebbiolo,Carlo Giacosa			
3899,France,"The old vines here do give some concentration. More importantly, they give a great swathe of ripe fruit that is so crisp and refreshing. Lemon and the lightest texture are lifted by intense acidity and a lively, fresh aftertaste. This wine is ready to drink.",Sélection Vieilles Vignes Sur Lie,89,14.0,Loire Valley,Muscadet Sèvre et Maine,,Melon,Château de la Ragotiere			
3901,France,"The wine is soft, a gentle meander through the flavors of Sauvignon Blanc without any shocks. It has an attractive, rounded texture, with shots of acidity that complement the apple skin and pear flavors. Drink now.",,87,17.0,Loire Valley,Sancerre,,Sauvignon Blanc,Hubert Brochard			
3902,France,"Bitter cherries and a dry core are the two components of this wine. Young, cool fruit comes through the edgy tannic structure. It is still a few months away from maturity, so wait until 2015.",,87,25.0,Loire Valley,Sancerre,,Pinot Noir,Jean-Paul Picard			
3905,France,"Light and bone-dry, this is crisp, tight and full of lemon and green apple flavors. It's fruity, textured and ready to drink.",Single Estate,87,14.0,Loire Valley,Muscadet,,Melon,La Grille			
3906,France,"This is a rich and soft Sauvignon, full of ripe fruits that are heading in a tropical direction. Acidity cuts easily through the yellow fruit flavors and hint of herbaceousness. It's ready to drink now.",Le Grand St-Vincent,87,,Loire Valley,Touraine,,Sauvignon Blanc,Les Vignerons des Coteaux Romanais			
3907,Italy,"Aromas of coconut, vanilla and toasted oak carry over to the palate alongside fig, espresso and astringent tannins. It's already evolved and lacks vibrancy and fruit richness.",Basarin Riserva,87,85.0,Piedmont,Barbaresco,,Nebbiolo,Negro Angelo e Figli			
3908,Italy,"This opens with aromas of underbrush, leather, oak and crushed black cherry. The palate shows predominantly oak sensations including coffee, vanilla and espresso alongside notes of prune, but it lacks fruit richness. Astringent tannins leave the mouth feeling dried out.",Bussia Corsini,87,48.0,Piedmont,Barolo,,Nebbiolo,Podere Ruggeri Corsini			
3909,France,"In this lemon-scented wine, flavors range easily from herbaceous to pears with a touch of grapefruit thrown in. It's an attractive, ready-to-drink, fruity wine.",,87,,Loire Valley,Sancerre,,Sauvignon Blanc,Roger et Didier Raimbault			
3913,Italy,"Mushroom, tobacco, leather and red berry aromas lead the nose. The palate is still closed, revealing game, barnyard and bitter, green tannins but not a lot of fruit.",San Giacomo,87,60.0,Piedmont,Barolo,,Nebbiolo,Stroppiana			
3914,Italy,"Aromas suggest porcini mushroom, espresso and oak. The oak-driven palate offers up roasted coffee bean, vanilla, oak extract, coconut and vanilla alongside astringent wood tannins that leave the mouth feeling dried out. The lack of fruit richness gives it a raw quality.",Bussia,87,69.0,Piedmont,Barolo,,Nebbiolo,Tenuta Rocca			
3916,Italy,"Aromas of underbrush, espresso and toasted oak carry over to the palate along with raw red berry. But there's not enough fruit richness to stand up to the astringent tannins and racy acidity.",Scarrone,87,65.0,Piedmont,Barolo,,Nebbiolo,Bava			
3920,Italy,"Funky aromas of barnyard eventually burn off to reveal game, animal, rubber, earth and leather. The palate displays porcini mushroom with raw cherry, prune, nutmeg and dried sage. There's not much complexity and it's not an ager so enjoy over the next few years.",Boschi dei Signori,87,44.0,Piedmont,Barolo,,Nebbiolo,Bosio			
3921,Italy,"This bright Arneis boasts sensations of tart green apple, white peach and nectarine accented with a note of mineral. Fresh acidity gives it a clean, refreshing finish.",,87,15.0,Piedmont,Roero,,Arneis,Cascina del Pozzo			
3922,France,"With its honeyed aroma, and off-dry palate, this is a ripe and ready-to-drink wine. A touch of acidity balances the rich peach and mango fruits, giving a wine that's delicious as an apéritif.",Rosnay,87,,Loire Valley,Vouvray,,Chenin Blanc,Cave des Producteurs de Vouvray			
3925,Spain,"Typical for basic Rioja, this is violet in color, with fresh plum and red berry aromas. The palate comes across kind of hard, tight and candied, with sweet berry fruit flavors that turn bitter on the finish.",,86,15.0,Northern Spain,Rioja,,Tempranillo,Conde de Altava			
3926,Spain,"Plum and red-berry aromas are clean and fresh. This skips along on the palate, while flavors of wild berry and plum are a touch raw in character and feel. A rubbery finish is fresh and turns mildly bitter once the fruit fades.",,86,10.0,Northern Spain,Rioja,,Tempranillo,Finca del Marquesado			
3928,France,"Fruity and fresh, this is Sauvignon Blanc at its most attractive. It shows a touch of minerality, but the citrus and crisp apple flavors dominate. With its light touch, it will make a fine apéritif wine.",,86,20.0,Loire Valley,Reuilly,,Sauvignon Blanc,Domaine Dyckerhoff			
3932,France,"The nose merely hints at tropical riches. The stony palate also holds tightly onto its fruit: it is only zesty citrus that can be divined amidst all the stone. Bright lemon shines above what seems a deep dark core of rocky earth. There is real drive and real energy in that bright, lemony vein that runs right through this dry, serious and almost brooding wine. The finish adds a touch of a more mellow apple note that persists throughout the long finish. Wait for this. Drink 2020–2035.",Schoenenbourg Grand Cru,94,45.0,Alsace,Alsace,,Riesling,Biecher & Schaal			
3933,France,"Just a touch of dried pear and chamomile tisane appear on the shy nose which needs air to open. The palate already has that balm-like concentration of mature Riesling which is joined by a vein of wonderful lemon-zest freshness. Despite the absolute dryness of the palate there is ample, generous and deep-seated fruit: pear, apple and gorgeous tangerine. The finish is clean-cut and resonant. Drink now–2030.",Schoenenbourg Grand Cru,94,22.0,Alsace,Alsace,,Riesling,Charles Sparr			
3936,France,"Produced by the winemaking team of Léoville las Cases, this wine comes from a separate part of the estate. The wine, with its dominance of Cabernet Sauvignon, is dense with tannins as well as dark fruit. It is firm, powerful and a very fine wine for long-term aging. Drink from 2024.",,94,45.0,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Clos du Marquis			
3937,France,"Lifted heady notes of Damask rose rise from the glass alongside lemony tang. The palate brims with the same rose petal notes but also holds plenty of spice: sandalwood and ginger, white pepper and the merest touch of vanilla. The palate is concentrated and rounded with gentle sweetness, countered by fresh lemon acidity. The persistence of flavors on the palate is incredible. Serve this either with fruity spicy Asian fare or runny, soft and very ripe cheeses.",Clos Saint-Théobald Grand Cru Rangen Vendanges Tardives,94,72.0,Alsace,Alsace,,Gewürztraminer,Domaine Schoffit			
3938,France,"The unmistakable yet subtle notes of rose water appear as though they were drizzled over ripe juicy peach flesh. The palate boosts these generous fruit flavors with soft and measured residual sweetness. The medium-dry body is gentle, supple, fluid and generous but punctuated with sprightly, aromatic citrus to strike a harmonious balance. The finish is subtle, clean and perfumed with rose petals. Drink now through 2030.",Furstentum Grand Cru Clos des Capucins,94,64.0,Alsace,Alsace,,Gewürztraminer,Domaine Weinbach			
3943,Italy,"At once powerful and graceful, this delivers alluring aromas and flavors of ripe black cherry, raspberry compote, grilled herb, licorice and an intriguing tarry note. Fresh acidity and firm, velvety tannins provide balance and structure, while a hint of pipe tobacco closes the lingering finish. Drink 2020–2032.",,94,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,Lisini			
3946,France,"Hints of sultana and cooked quince reach the nose suggesting richness. The palate, however, responds with streamlined freshness, ripe fruit and depth and gives us concentration rather than richness. Tangy citrus zest frames notions of ripe apple and quince while shadows of dried fruit still haunt aromatically. The finish is clean, totally satisfying and dry. This is soaring but hearty stuff.",Langenberg,94,34.0,Alsace,Alsace,,Alsace white blend,Domaine Marcel Deiss			
3947,Italy,"Wild berry, forest floor, chopped herb and a balsamic note are some of the aromas you'll find in this bright, elegant red. The vibrant, medium-bodied palate offers crushed raspberry, red cherry and baking spice flavors, buttressed by taut, polished tannins and fresh acidity. A blast of orange zest further lifts the finish. Drink 2019–2027.",,94,65.0,Tuscany,Brunello di Montalcino,,Sangiovese,Gianni Brunelli			
3948,France,This is a big wine in its breadth of flavors and structure. Powerful tannins give hints of the wood aging. The ripe black fruit is given a crisp edge by the acidity that is typical of the vintage. The wine will certainly age well. Drink from 2023.,,94,120.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Certan de May de Certan			
3957,Spain,"Ripe blackberry aromas are a touch malty and jammy, with a note of buttered pastry thrown in for good measure. This emphasizes the rich ripe extracted side of Priorat, but balance is not sacrificed. Lush dark toasty black-fruit flavors come with notes of oaky spice and bitter chocolate, while the finish is toasty blackened, deep and chunky. Drink through 2023.",Idus,94,50.0,Catalonia,Priorat,,Red Blend,Vall Llach			
3960,Italy,"Mature black-skinned fruit, menthol, scorched earth and a whiff of forest floor are some of the aromas you'll find on this firmly structured red. The palate offers mature black cherry, black currant and licorice accompanied by a tannic backbone. Drink through 2018.",,89,25.0,Tuscany,Chianti Classico,,Red Blend,Riseccoli			
3961,Italy,"Aromas of mature cherry, fleshy strawberry and a whiff of dark spice lead the way on this blend of 85% Sangiovese, 10% Merlot and 5% Canaiolo. On the firm palate, notes of leather, anise, coffee and grilled herb accent the black cherry core. Drink through 2019.",Redi Briareo Riserva,89,60.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Vecchia Cantina di Montepulciano			
3962,Spain,"Tan in color and in the early stages of fading, this smells reserved, with aromas of turpentine, popcorn and bread. Rubbery and slightly pinched in feel, this tastes briny, nutty and melony, with plenty of oak in support. A lighlty oaked finish is short in length and complexity. Drink now.",Nelin,89,55.0,Catalonia,Priorat,,White Blend,Clos Mogador			
3964,France,"Plump and round in the mouth, with clean, fresh flavors of pear and pineapple. This year, the Marsanne is better, although the Roussanne should win friends for its charming fruit.",,88,19.0,Rhône Valley,Côtes du Rhône,,Roussanne,Château du Trignon			
3965,Spain,"Aromas of raspberry jam are a bit stretched out and unusual for a Rioja. In the mouth, this is fresh and fruity, but a bit light on substance. Savory red-fruit flavors end comfortably, with a good texture.",Crianza,88,27.0,Northern Spain,Rioja,,Tempranillo Blend,Consejo de la Alta			
3966,Italy,"Aromas of red berry, sunbaked earth and crushed blue flower lead the nose. The easy-drinking palate offers mature wild cherry, white pepper and anise alongside polished tannins. It's simple but savory. Drink through 2016.",,88,15.0,Tuscany,Chianti,,Red Blend,La Cignozza			
3967,Italy,"Aromas of mature dark-skinned fruit, sunbaked earth, violet and a whiff of espresso lead the nose. The juicy palate doles out ripe black cherry, anise, clove and a hint of coffee alongside round tannins. Enjoy soon.",Casalvento,88,,Tuscany,Chianti Classico,,Red Blend,Livernano			
3968,Italy,"Aromas of blackcurrant, spice, menthol, espresso and a whiff of toasted oak lead the nose. The round, chewy palate doles out blackberry jam, licorice, ground black pepper and coffee alongside firm, fine-grained tannins. Showing the heat of the vintage, it's evolving quickly so enjoy sooner rather than later.",Riserva,88,36.0,Tuscany,Chianti Classico,,Sangiovese,Lornano			
3969,Italy,"Espresso, menthol, dried black-skinned fruit and toasted oak aromas come together on this firm red. The hearty palate offers dried black cherry, licorice, powdered sage and coffee alongside assertive tannins. Drink through 2017.",Riserva,88,25.0,Tuscany,Chianti Classico,,Sangiovese,Renieri			
3970,Italy,"This opens with aromas of mature wild cherry and pressed violet while the straightforward, juicy palate offers fleshy black cherry and a note of ground pepper. It's round and ready, with supple tannins.",,88,25.0,Tuscany,Chianti Classico,,Red Blend,Villa di Geggiano			
3974,Spain,"Rubbery cherry and berry aromas feed into a forward, chewy palate with raw, spicy flavors of plum offset by oaky vanilla and some bitterness. A fresh, angular finish is braced by snappy acidity.",Crianza,88,23.0,Northern Spain,Rioja,,Tempranillo,Luis Cañas			
3976,France,"Light and fresh, this is immediately attractive with its green fruits, spice and hints of almonds. There is also a backdrop of minerality to this still-young wine. Aromatic and crisp, it can be drunk now.",Domaine de la Rossignole Cuvée Vieilles Vignes,88,40.0,Loire Valley,Sancerre,,Sauvignon Blanc,Cherrier Frères			
3978,France,"This is a ripe, apple and green stone-fruit flavored wine, with a light texture that nicely supports the fruitiness. The wine is fresh, juicy and with delicious freshness at the end. Drink now.",Les Pierres Plates,88,19.0,Loire Valley,Reuilly,,Sauvignon Blanc,Denis Jamain			
3979,France,"This is a soft, fresh while rounded wine. A gentle texture hints at a more tangy character while pushing the apple and spice flavors forward. Attractive now, the wine is ready to drink.",Comme Dessus,88,37.0,Burgundy,Santenay,,Chardonnay,Domaine Belland			
3980,France,"A blend of vines from different soils, this rich, dense wine has concentration as well as steely, tangy fruits. It is still young and nervy, needing time to open out. Drink this wine from 2018.",,88,24.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Domaine de Bel Air			
3981,France,"This is a blend of seven parcels from the higher slopes of the appellation. They give the wine a cool, fresh character, aromatic and steely. It's a crisp wine, with textured citrus and clean acidity. Drink now.",Morogues,88,26.0,Loire Valley,Menetou-Salon,,Sauvignon Blanc,Domaine Pellé			
3982,France,"This is a soft, ripe wine, smoothly textured. It has a good balance between the crisp apple and pear flavors and a more mineral texture that gives a bite. It's young, and great to drink now, although it will be even better from late 2016.",Le Clos de la Cure,88,19.0,Loire Valley,Menetou-Salon,,Sauvignon Blanc,Domaine Roger Champault			
3983,France,"Ripe, full bodied and still young, this generous wine is open with its fresh apples and creamy texture that give richness. A touch of toastiness adds to the complexity and potential of the wine. Drink now, although it will be better from the end of 2016.",Authentique,88,25.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Domaine Saint-Aix			
3985,France,"Aging in big wood barrels has softened the intensity of this wine while leaving the fruitiness intact. It makes for a tangy, mineral-driven wine with a smoky, flinty aftertaste. Drink from 2017.",Les Romains,88,26.0,Loire Valley,Sancerre,,Sauvignon Blanc,Gitton Père et Fils			
3987,France,"Vines planted on gravel soil line a terrace above the Cher river. This wine with an intensely herbal character is fresh, crisp and packed with fruit. It has some weight, along with a great lift from the aromatic aftertaste. The wine can be drunk now, although it will be better from 2017.",Haute Victoire,88,18.0,Loire Valley,Quincy,,Sauvignon Blanc,Henri Bourgeois			
3988,France,"Rich and full in mouth, this has green and apple fruit flavors that are cut with acidity. The tangy texture gives a contrast and balance to the wine. Drink from 2017.",Châtenoy,88,22.0,Loire Valley,Menetou-Salon,,Sauvignon Blanc,Isabelle et Pierre Clément			
3989,France,"Coming from a classic limestone vineyard, this is tense, structured and tight. It is textured, with spice and tangy acidity giving some complexity to the otherwise fruity wine. Drink from 2017.",Cuvée Les Caillottes,88,25.0,Loire Valley,Sancerre,,Sauvignon Blanc,Jean-Max Roger			
3997,Italy,"This elegant wine opens with enticing white spring flower, freshly picked orchard fruit and herb aromas. The vibrant palate offers juicy white peach, nectarine and yellow apple flavors, framed by crisp acidity. An almond note graces the dry, refreshing finish.",Le Creete,91,25.0,Lombardy,Lugana,,Turbiana,Ottella			
4004,Italy,"A few swirls of the glass release alluring smoky flint, hazelnut, citrus and dried Mediterranean herb aromas. That savory mineral quality carries over to the bright, tangy palate, underscoring ripe pear, lemon, apple and thyme honey flavors.",,91,28.0,Southern Italy,Fiano di Avellino,,Fiano,Tenuta Sarno 1860			
4011,Spain,"Lime and mineral aromas drive the nose on this fairly full-bodied brut nature from a warm vintage. On the palate, this is balanced, with bubbles absorbed into the wine's fabric. Up-front salty notes are backed by briny apple, nectarine and yeasty flavors, while this is sophisticated and fairly complex on the finish.",Privat Opus Evolutium Gran Reserva Brut Nature,91,46.0,Catalonia,Cava,,Sparkling Blend,Alta Alella			
4012,France,Organically grown grapes from one of the top Provence estates have produced this light grey-pink colored wine. It is a delicious fruity confection of bright red berries and tangy acidity. There is an attractive touch of minerality to give the wine structure. Drink now.,Le Pas du Moine,91,24.0,Provence,Côtes de Provence Sainte-Victoire,,Rosé,Château Gassier			
4013,France,"This is a ripe beautifully balanced wine. It has the extra richness and density that comes from a vine produced in the close to Monte Sainte-Victoire. Full of raspberry and orange fruits, the wine has a final tangy herbal edge. Drink now.",Terre Promise,91,20.0,Provence,Côtes de Provence Sainte-Victoire,,Rosé,Château Henri Bonnaud			
4022,Spain,"Yeasty, bready aromas lack the citric kick and minerality that top Rueda whites deliver in spades. The palate is dilute but slightly creamy, while yeasty flavors are low on fruit and finish with a note of gardenia flower.",Quintaluna,85,20.0,Northern Spain,Vino de la Tierra de Castilla y León,,Verdejo,Ossian			
4023,Spain,"This opens with scratchy, slightly dirty aromas of blueberry and blackberry. The palate is heavy and jammy, but also somewhat raw and abrasive. Cherry and plum flavors are basic, while an inoffensive finish falls off quickly.",Latria,85,18.0,Catalonia,Montsant,,Red Blend,Malondro			
4025,Spain,"Chunky, raisiny aromas are heavy. In the mouth, this is big, high on acid and a bit shaky in terms of overall balance. Medicinal cherry and plum flavors finish raisiny and plump, with a shot of tomato thrown in.",Reserva,85,16.0,Northern Spain,Rioja,,Tempranillo Blend,Conde de Jauregui			
4026,Italy,"Concentrated but one-dimensional, this features aromas of stewed fruit, fig, almond, nail polish and coconut, all of which follow through to the warm, monolithic palate. It's already extremely evolved, and lacks vibrancy and complexity.",,85,120.0,Tuscany,Brunello di Montalcino,,Sangiovese,Casa Raia			
4036,Spain,"Dusty, scratchy, spicy red-fruit aromas register as feral. This is wiry and medicinal in feel, with spicy black-plum flavors that are brash and oaky. Peppery spice dominates an otherwise hollow finish.",Macho Man,85,17.0,Levante,Jumilla,,Monastrell,Casa Rojo			
4039,France,"This is a dark and probably too-tannic wine. A very dry, extracted character gives bitterness more than fruit. It's still young and has the Saint-Estèphe tannins in abundance, although its future with this dryness is uncertain.",,85,30.0,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Tour des Termes			
4042,France,"Packed with fruit, this is a fine, simple Bordeaux. Red fruits leap out of the glass, allied to light tannins. They make for a wine that's ready to drink young and fresh.",,85,15.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Grand Bateau			
4046,France,"Firm, dry tannins behind this wine give a hard edge that will need time. The wine is powered by its structure, solid and only just fruity. Wait until at least 2017 to allow more fruitiness to come through, although the wine will likely always be tough.",Château la Rose Bourdieu,85,12.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Producta Vignobles			
4049,France,"This is a simple, fruity wine without great tannic structure. It has attractive berry fruits and a dry core. With its fresh acidity, it will be ready to drink soon.",,85,25.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Aney			
4051,France,"Dominated by the local Duras grape, this spicy and fruity wine has an intriguing blend of juicy acidity and leathery tannins. It gives a wine that could benefit from aging while also being ready to drink now. Give it the benefit of the doubt and wait until 2016.",Les Gourmands,87,16.0,Southwest France,Gaillac,,Red Blend,L'Enclos des Braves			
4052,Spain,"Apple and pear aromas provide a smooth entry to a round, slightly creamy palate. Grapefruit, green-herb, pear and apple flavors lean toward sweet and ripe, while the finish holds onto just enough acidic zest.",,87,12.0,Northern Spain,Rueda,,Verdejo,Los Navales de Martúe			
4057,Italy,"Here's a blend of 25% Sangiovese, 25% Cabernet Sauvignon, 25% Merlot and 25% Syrah that opens with aromas of red currant, bell pepper and roasted coffee beans. The medium-bodied, one-dimensional palate offers dried black cherry, black pepper, espresso and a gamy note alongside moderate tannins. Drink through 2016.",D'Vino,87,17.0,Tuscany,Toscana,,Red Blend,Diadema			
4058,France,"From the tiny vineyard area of Marcillac in the French mountains on the eastern edge of the southwest region, this tight, fruity wine is a breath of fresh air. It is packed with berry fruits as well as tannins showing that it will age. Red fruits burst out at the end. Marcillac's claim to fame is Fer Servidou, the grape that is not related to Cabernet Sauvignon but has similar aroma and taste traits.",Lo Sang del Païs,87,16.0,Southwest France,Marcillac,,Fer Servadou,Domaine du Cros			
4059,France,"This wine combines the best of Chenin Blanc, with its nutty, terroir-driven character, and the round ripeness of Chardonnay. It is fruity and fresh with a smooth texture that is lifted by final acidity.",,87,13.0,Southwest France,Côtes de Gascogne,,Chenin Blanc-Chardonnay,Domaine du Tariquet			
4061,Italy,"Subdued aromas of black currant, chocolate and a whiff cedar lead the nose of this blend of 30% Cabernet Sauvignon, 30% Cabernet Franc, 30% Merlot and 10% Petit Verdot. On the palate, notes of grilled bell pepper, soy sauce and game accent a core of dried black cherry. It's simple and a bit rustic, with dusty, drying tannins.",,87,30.0,Tuscany,Toscana,,Red Blend,Fattoria di Travalda			
4063,Italy,"This 100% Syrah offers aromas of mature black currant, charred earth and a whiff of cedar. The palate delivers dried black cherries, clove, ground pepper and powdered sage alongside raspy tannins that leave a drying, astringent finish.",Marchesale,87,70.0,Tuscany,Toscana,,Syrah,Terre del Marchesato			
4066,Italy,"Aromas of bell pepper, red currant and vanilla come together in the glass along with a gamy note. The dense palate delivers dried black cherries, toasted oak, tobacco and licorice. Tightly wound, astringent tannins dry out the finish.",I Campacci,87,25.0,Tuscany,Toscana,,Red Blend,Tenuta di Trecciano			
4067,Italy,"Aromas of pencil shavings, black currant and cedar lead the nose of this blend of Cabernet Sauvignon and Merlot. The ripe, forward palate delivers dried cherries, green bell pepper and clove alongside assertive, grippy tannins. Drink soon to capture the remaining fruit richness.",Lippo,87,28.0,Tuscany,Toscana,,Red Blend,Pieve Santo Stefano			
4068,Italy,"Made with 85% Merlot blended with varying amounts of Petit Verdot, Sangiovese and Cabernet Sauvignon, this opens with aromas of truffle, underbrush, baked plum and dark cooking spice. The palate delivers licorice, roasted coffee bean and blueberry extract alongside astringent tannins that dry out the palate. While the tannins are still aggressive, the fruit richness is starting to dry out.",Fuochi,87,40.0,Tuscany,Toscana,,Red Blend,Poggioventoso			
4069,Italy,"Made entirely with Sangiovese, this fresh wine opens with aromas of black cherry and freshly ground pepper that carry over to the palate along with notes of black raspberry and a hint of orange rind. Racy acidity and supple tannins provide the framework. It's easy-drinking, so enjoy soon.",Locorosso,87,15.0,Tuscany,Toscana,,Sangiovese,Pratesi			
4071,Spain,"Zesty cherry aromas are offset by powdery softness and floral hints. This feels solid and correct, with bright acidity. Flavors of red-apple skins and citrus fruits finish direct and clean.",,87,12.0,Northern Spain,Rioja,,Rosado,Viña Eguía			
4077,France,"This is a bargain-priced blend of Grenache, Syrah, Carignan, Mourvèdre and Cinsault. The flavors are ripe and plummy, accented by hints of garrigue, while the tannins are modest and supple.",Cinq Cépages,87,13.0,Rhône Valley,Côtes du Rhône,,Rhône-style Red Blend,Laudun Chusclan			
4078,France,"The varieties in the blend include Grenache Blanc, Roussanne and Viognier. They come together to offer hints of pineapple, pear and citrus. There's a silky texture on the palate, then a clean, crisp finish.",Luna,87,16.0,Rhône Valley,Côtes du Rhône Villages,,Rhône-style White Blend,Laudun Chusclan			
4084,France,"With a dominance of Pinot Meunier in the blend, this soft, attractive wine offers apples and crisp citrus, with a light, lively texture. The wine, with its fresh aftertaste, is refreshing and bright.",Brut 204,89,32.0,Champagne,Champagne,,Champagne Blend,Lété-Vautrain			
4090,Italy,"Baking spice, dried flower, dark-skinned berry and a whiff of coconut lead the nose on this straightforward Barolo. The firm palate offers dried black cherry, toast and vanilla alongside firm, tightly knit tannins.",,89,59.0,Piedmont,Barolo,,Nebbiolo,Tenuta Rocca			
4094,Spain,"Papaya and stone-fruit aromas are fleshy and a touch green and grassy, giving way to dustiness upon airing. This feels spritzy and good, with a full complement of golden apple, white grape and green plum flavors. Solid, stony and minerally on the finish, with a hint of tropical fruit flavor.",,89,25.0,Northern Spain,Getariako Txakolina,,Hondarrabi Zuri,Txomín Etxaníz			
4096,Spain,"Fresh cherry and plum aromas are a bit scratchy but alert. This feels firm, with bright acidity creating a raw sense on the palate. Plum, berry and a pinch of saltiness make for an authentic flavor profile, while this finishes long and steady. Drink through 2018.",Crianza,89,17.0,Northern Spain,Rioja,,Tempranillo Blend,Viña Otano			
4097,Italy,"This linear red offers savory fruit flavors of ripe wild cherry, juicy strawberry, toast, white pepper and a hint of grilled herb. Fine-grained, drying tannins provide support. Drink after 2018.",,89,,Piedmont,Roero,,Nebbiolo,Alberto Oggero			
4099,Italy,"This offer aromas of plum jam, Oriental spice, underbrush and a whiff of blue flower. The lively, approachable palate doles out juicy black cherry, blackberry, white pepper and clove alongside vibrant acidity.",Fontanelle,89,20.0,Piedmont,Barbera d'Alba,,Barbera,Ascheri			
4101,Spain,"Rubbery, earthy aromas of berry fruits, plum and mushroom are solid but nondescript. This feels grabby and pinchy, with herbal, leafy, salty flavors that end with loamy plum and prune notes. Overall, this is big and forceful. Drink through 2019.",Giné Giné,89,27.0,Catalonia,Priorat,,Red Blend,Buil & Giné			
4102,Italy,"Rose, violet, wild berry and menthol aromas unfold in the glass. The bracing palate offers dried black cherry, licorice and clove alongside assertive, close-grained tannins that leave a mouth-puckering finish. Drink after 2020.",Luca Riserva,89,,Piedmont,Barbaresco,,Nebbiolo,Carlo Giacosa			
4103,France,"A crisp and dry Vouvray, this still has those telltale honey flavors of delicious Chenin. It is rich and dense while also having great acidity and a tight, taut texture that will soften as the wine ages. It can be drunk now for its freshness, but it will be better from 2017.",,89,20.0,Loire Valley,Vouvray,,Chenin Blanc,Clos du Gaimont			
4104,Italy,"Mature berry, dark cooking spice and blue flower are some of the aromas that emerge on this firm red. On the palate, ground pepper, clove and licorice accent a black cherry core while brisk acidity provides the racy framework.",Aves,89,30.0,Piedmont,Barbera d'Alba,,Barbera,Comm. G. B. Burlotto			
4106,Italy,"Aromas of wild berry, menthol, baking spice and a balsamic note lead the nose. On the tightly wound palate, bracing tannins support raw cherry, anise, tobacco and a hint of coffee alongside firm acidity.",Fossati,89,50.0,Piedmont,Barolo,,Nebbiolo,Dosio			
4111,Italy,"Fragrances of apple, pear and citrus carry over to the palate, along with pineapple and banana sensations. It has a fine, persistent perlage and a bone-dry finish.",Vigneti del Fol,89,,Veneto,Prosecco di Valdobbiadene Superiore,,Glera,Bisol			
4114,Italy,"This full-bodied white leads with delicate aromas of lychee, Spanish broom and golden apples. The juicy, round palate delivers pear, apple and hints of baking spice brightened by fresh acidity that gives a clean, persistent finish.",Vial,89,25.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Kellerei Kaltern Caldaro			
4115,Italy,"A supple, medium-bodied white, it conveys aromas of stone fruit, pine apple and banana. The juicy, round palate offers sweet peach, green apple, zesty citrus and a mineral note alongside crisp acidity.",,89,19.0,Lombardy,Lugana,,Turbiana,Ottella			
4116,Italy,"This savory wine opens with concentrated aromas of exotic fruit and green apples. The bright, juicy palate offers yellow peach, lemon zest and cantaloupe as well as crisp acidity. It closes on a note of bitter almond.",Terecrea,89,18.0,Lombardy,Lugana,,Turbiana,Pilandro			
4119,France,"There is no mistaking the purple chequered bottle of this wine. In its just off-dry character, it retains a light crispness, fresh apples and a soft, fruity feel. An attractive tang at the end makes it a good apéritif.",Nocturne Sec,89,82.0,Champagne,Champagne,,Champagne Blend,Taittinger			
4122,France,"A structured wine, it has the weight and the firm tannins to give it aging potential. Black cherries, dark fruits and juicy acidity are paired with the drier tannic structure, amking for a smooth and rich wine. Drink from 2016.",Clos Blanc Premier Cru,89,62.0,Burgundy,Pommard,,Pinot Noir,Domaine A. Machard de Gramont			
4123,France,"This is the third wine of classed growth Château Grand-Puy-Lacoste, a charming offspring of the more serious grand vin. It shows lively black fruits, touches of wood and balanced acidity. It's a wine to drink young and fruity, so open from 2016.",,89,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Domaine de Saint-Guirons			
4124,Italy,"This opens with intense floral aromas that recall white roses, lemon zest and apricot. The linear, vibrant palate offers pink grapefruit, white peach and a flint note alongside crisp acidity that leaves a refreshing finish. Oliver McCrum, T. Edward Wines.",Rifall,89,21.0,Northeastern Italy,Alto Adige,,Riesling,Erste Neue			
4127,Portugal,"This is a well-balanced blend of Aragonez, Trincadeira and Syrah. With its straight line in black fruits, dark tannins and lively acidity, it shows a fine structure and a good future. Touches of leather, chocolate and the wood aging all add interest. Drink from 2017.",Pimenta Preta,89,12.0,Alentejano,,,Portuguese Red,Herdade de São Miguel			
4129,Italy,"Aromas of freshly cut flowers, green apple, lime and white peach leap from the glass. The creamy texture is brightened by lively acidity. It's simple but well executed.",,89,15.0,Northeastern Italy,Alto Adige,,Pinot Grigio,Cantina Produttori Cortaccia			
